datetime,temp_C,humidity_%,windspeed_kph,precip_mm,pm10,pm2_5,co,no2,so2,o3,log_co,log_pm2_5,log_pm10,log_precip_mm,log_so2,log_windspeed_kph,log_no2,scaled_temp_C,scaled_humidity_%,scaled_log_windspeed_kph,scaled_log_pm2_5,scaled_log_pm10,scaled_log_precip_mm,scaled_log_co,scaled_log_no2,scaled_log_so2,scaled_o3,aqi_us,aqi_us_lag1,aqi_us_lag24,hour_sin,hour_cos,aqi_us_lag12,hour,day_of_week,is_weekend,log_pm2_5_scaled_log_windspeed_kph,scaled_temp_C_scaled_o3,scaled_temp_C_scaled_log_windspeed_kph,scaled_log_pm2_5_lag1,scaled_log_pm2_5_lag12,scaled_log_pm2_5_lag24,scaled_log_pm10_lag1,scaled_log_pm10_lag12,scaled_log_pm10_lag24
27/05/2025 21:00,31.0,74.78,18.4,0.0,44.0,23.7,209.0,12.1,9.2,47.0,5.347107531,3.206803244,3.80666249,0.0,2.32238772,2.965273066,2.57261223,0.007918656,0.640215104,0.32883584,0.065549475,-0.336659007,-0.109221172,-0.751355769,0.1506063,-0.6953745,-0.953236773,73,73.0,84.0,-0.707106781,0.707106781,78.0,21,1,0,1.054511837,-0.007548354,0.002603938,0.189407835,0.054017359,0.099867751,-0.25099382,0.099471639,-0.310132034
27/05/2025 22:00,31.0,66.37,22.3,0.0,41.0,21.7,192.0,10.5,8.6,49.0,5.262690189,3.122364924,3.737669618,0.0,2.261763098,3.148453361,2.442347035,0.007918656,0.168465168,0.692372433,-0.174480182,-0.455225654,-0.109221172,-0.951972721,-0.060663772,-0.876613851,-0.890504364,73,73.0,84.0,-0.5,0.866025404,77.0,22,1,0,2.161839401,-0.007051598,0.005482659,0.065549475,0.019137625,-0.124825423,-0.336659007,0.045292677,-0.414787677
27/05/2025 23:00,31.0,69.76,12.2,0.0,40.0,20.1,170.0,8.7,7.9,52.0,5.141663557,3.04927304,3.713572067,0.0,2.186051277,2.58021683,2.272125886,0.007918656,0.358623585,-0.435340422,-0.382255751,-0.496638134,-0.109221172,-1.239591279,-0.336736247,-1.102956894,-0.796405749,73,73.0,83.0,-0.258819045,0.965925826,77.0,23,1,0,-1.327471813,-0.006306463,-0.003447311,-0.174480182,-0.016175409,-0.36881524,-0.455225654,0.001939951,-0.543374964
28/05/2025 00:00,31.0,66.37,14.8,0.0,44.8,20.4,165.0,7.6,7.7,56.0,5.111987788,3.063390922,3.824284091,0.0,2.163323026,2.76000994,2.151762203,0.007918656,0.168465168,-0.078525978,-0.342123376,-0.306375672,-0.109221172,-1.31011544,-0.531947592,-1.170903766,-0.67094093,73,73.0,82.0,0.0,1.0,77.0,0,2,0,-0.240555768,-0.00531295,-0.00062182,-0.382255751,-0.039963519,-0.548703055,-0.496638134,-0.068475419,-0.627222557
28/05/2025 01:00,30.0,74.62,11.2,0.0,45.1,20.3,198.0,7.9,9.1,58.0,5.293304825,3.058707073,3.83081295,0.0,2.312535424,2.501435952,2.186051277,-0.307096744,0.631240076,-0.591687654,-0.35543798,-0.295155601,-0.109221172,-0.879217351,-0.476335998,-0.724828273,-0.60820852,74,73.0,82.0,0.258819045,0.965925826,76.0,1,2,0,-1.809799213,0.186778856,0.181705352,-0.342123376,0.462345104,-0.756072452,-0.306375672,0.276681136,-0.966062729
28/05/2025 02:00,30.0,77.3,11.2,0.0,49.8,21.4,248.0,8.3,11.1,61.0,5.517452896,3.109060959,3.927896355,0.0,2.493205453,2.501435952,2.2300144,-0.307096744,0.781571803,-0.591687654,-0.212298868,-0.128314396,-0.109221172,-0.346531744,-0.405034587,-0.184709132,-0.514109906,74,74.0,81.0,0.5,0.866025404,75.0,2,2,0,-1.839592985,0.157881478,0.181705352,-0.35543798,0.442255532,-0.786971263,-0.295155601,0.174832624,-0.843827916
28/05/2025 03:00,30.0,79.19,18.4,0.0,81.7,29.5,278.0,8.2,12.9,67.0,5.631211782,3.417726684,4.415219602,0.0,2.63188884,2.965273066,2.219203484,-0.307096744,0.887589327,0.32883584,0.665133661,0.709167543,-0.109221172,-0.076184912,-0.422568227,0.22988953,-0.325912677,74,74.0,81.0,0.707106781,0.707106781,75.0,3,2,0,1.123871023,0.100086722,-0.100984416,-0.212298868,0.422022972,-0.591883571,-0.128314396,0.029934802,-0.60475773
28/05/2025 04:00,30.0,79.19,18.4,0.0,66.8,25.0,265.0,7.1,14.4,79.0,5.583496309,3.258096538,4.216562195,0.0,2.734367509,2.965273066,2.091864062,-0.307096744,0.887589327,0.32883584,0.211359007,0.367767884,-0.109221172,-0.189580248,-0.629093147,0.536252966,0.050481781,75,74.0,80.0,0.866025404,0.5,74.0,4,2,0,1.07137891,-0.015502791,-0.100984416,0.665133661,0.360446644,-0.395760112,0.709167543,-0.108135674,-0.371378061
28/05/2025 05:00,30.2,76.61,17.9,0.0,69.8,26.4,231.0,5.4,15.6,95.0,5.446737372,3.310543013,4.259859001,0.0,2.809402695,2.939161922,1.85629799,-0.244093664,0.742866993,0.277016093,0.360446644,0.44217495,-0.109221172,-0.514586467,-1.011145015,0.760573184,0.552341058,75,75.0,79.0,0.965925826,0.258819045,74.0,5,2,0,0.917073693,-0.134822953,-0.067617873,0.211359007,0.20040461,-0.250627484,0.367767884,-0.302627503,-0.232922836
28/05/2025 06:00,30.0,79.19,16.6,0.0,74.5,28.1,209.0,4.2,16.5,107.0,5.347107531,3.370738174,4.324132656,0.0,2.862200881,2.867898902,1.648658626,-0.307096744,0.887589327,0.135588678,0.53156118,0.552631461,-0.109221172,-0.751355769,-1.347904068,0.918415139,0.928735516,76,75.0,79.0,1.0,6.12e-17,73.0,6,2,0,0.457033934,-0.285211653,-0.041638842,0.360446644,0.133776654,-0.124825423,0.44217495,-0.348154265,-0.138493309
28/05/2025 07:00,30.0,74.62,18.4,0.0,78.5,29.3,210.0,3.7,16.7,114.0,5.351858133,3.411147713,4.375757022,0.0,2.87356464,2.965273066,1.547562509,-0.307096744,0.631240076,0.32883584,0.646431866,0.641349727,-0.109221172,-0.74006601,-1.511866391,0.952387479,1.14829895,76,76.0,78.0,0.965925826,-0.258819045,73.0,7,2,0,1.121707622,-0.352638869,-0.100984416,0.53156118,0.133776654,-0.004355588,0.552631461,-0.332844278,-0.004343547
28/05/2025 08:00,30.4,78.88,15.5,0.0,85.2,30.6,221.0,3.6,16.5,119.0,5.402677382,3.453157121,4.456670178,0.0,2.862200881,2.803360381,1.526056303,-0.181090584,0.87020021,0.007506593,0.765850441,0.780401798,-0.109221172,-0.619294584,-1.546746141,0.918415139,1.305129974,77,76.0,78.0,0.866025404,-0.5,73.0,8,2,0,0.025921444,-0.236346749,-0.001359373,0.646431866,0.111215721,0.054017359,0.641349727,-0.317669479,0.105387427
28/05/2025 09:00,33.0,62.92,14.8,0.0,92.2,31.9,239.0,4.2,16.2,119.0,5.480638923,3.493472658,4.534747722,0.0,2.844909384,2.76000994,1.648658626,0.637949457,-0.025058884,-0.078525978,0.880453913,0.914580771,-0.109221172,-0.434019776,-1.347904068,0.866721626,1.305129974,77,77.0,78.0,0.707106781,-0.707106781,73.0,9,2,0,-0.274328357,0.832606958,-0.050095605,0.765850441,0.189407835,0.054017359,0.780401798,-0.25099382,0.099471639
28/05/2025 10:00,34.0,59.49,16.6,0.0,100.1,33.1,263.0,5.3,16.2,115.0,5.575949103,3.529297384,4.616110126,0.0,2.844909384,2.867898902,1.840549633,0.952964858,-0.217461057,0.135588678,0.982291525,1.054404891,-0.109221172,-0.207516105,-1.036686423,0.866721626,1.179665155,78,77.0,77.0,0.5,-0.866025404,73.0,10,2,0,0.478532767,1.124179437,0.129211245,0.880453913,0.065549475,0.019137625,0.914580771,-0.336659007,0.045292677
28/05/2025 11:00,34.6,59.59,19.3,0.0,109.2,33.9,292.0,7.2,16.1,107.0,5.680172609,3.552486829,4.702296897,0.0,2.839078464,3.010620886,2.104134154,1.141974098,-0.211851664,0.418832376,1.048211294,1.202519852,-0.109221172,0.040169994,-0.609192948,0.849289893,0.928735516,79,78.0,77.0,0.258819045,-0.965925826,73.0,11,2,0,1.487896499,1.060591903,0.478295725,0.982291525,-0.174480182,-0.016175409,1.054404891,-0.455225654,0.001939951
28/05/2025 12:00,36.0,53.25,14.8,0.0,96.6,32.2,323.0,9.9,16.1,98.0,5.780743516,3.502549876,4.580877493,0.0,2.839078464,2.76000994,2.388762789,1.582995659,-0.567487169,-0.078525978,0.906257382,0.993856387,-0.109221172,0.279175729,-0.147569162,0.849289893,0.646439673,80,79.0,77.0,1.22e-16,-1.0,73.0,12,2,0,-0.275041154,1.023311196,-0.124306282,1.048211294,-0.382255751,-0.039963519,1.202519852,-0.496638134,-0.068475419
28/05/2025 13:00,37.0,50.41,22.3,0.0,95.0,31.2,355.0,13.9,14.9,87.0,5.874930731,3.471966453,4.564348191,0.0,2.766319109,3.148453361,2.701361213,1.898011059,-0.726793925,0.692372433,0.819319027,0.965450207,-0.109221172,0.503010685,0.359417311,0.631773351,0.30141142,80,80.0,76.0,-0.258819045,-0.965925826,74.0,13,2,0,2.403893862,0.572082208,1.314130536,0.906257382,-0.342123376,0.462345104,0.993856387,-0.306375672,0.276681136
28/05/2025 14:00,36.6,54.12,21.8,0.0,83.6,29.5,388.0,19.4,13.3,71.0,5.963579344,3.417726684,4.437934267,0.0,2.660259537,3.126760536,3.015534901,1.772004899,-0.518685451,0.649321211,0.665133661,0.748203484,-0.109221172,0.71368321,0.868958619,0.314704685,-0.200447858,81,80.0,75.0,-0.5,-0.866025404,74.0,14,2,0,2.21920243,-0.355194586,1.150600367,0.819319027,-0.35543798,0.442255532,0.965450207,-0.295155601,0.174832624
28/05/2025 15:00,37.0,50.41,18.4,0.0,66.6,27.5,414.0,23.5,12.3,59.0,6.02827852,3.349904087,4.213607983,0.0,2.587764035,2.965273066,3.198673118,1.898011059,-0.726793925,0.32883584,0.472336899,0.362690968,-0.109221172,0.867440143,1.165980585,0.097976938,-0.576842315,81,81.0,75.0,-0.707106781,-0.707106781,74.0,15,2,0,1.101568523,-1.094853093,0.62413406,0.665133661,-0.212298868,0.422022972,0.748203484,-0.128314396,0.029934802
28/05/2025 16:00,36.0,53.25,25.9,0.0,57.4,26.5,432.0,25.2,12.5,54.0,6.070737728,3.314186005,4.06731589,0.0,2.602689685,3.292126287,3.265759411,1.582995659,-0.567487169,0.977503355,0.37080244,0.111282921,-0.109221172,0.968344018,1.274784215,0.142597673,-0.73367334,81,81.0,74.0,-0.866025404,-0.5,75.0,16,2,0,3.239627938,-1.161401712,1.547383567,0.472336899,0.665133661,0.360446644,0.362690968,0.709167543,-0.108135674
28/05/2025 17:00,34.2,62.55,24.0,0.0,55.3,26.1,443.0,25.5,13.3,52.0,6.095824562,3.299533728,4.030694535,0.0,2.660259537,3.218875825,3.277144733,1.015967938,-0.045813637,0.832131696,0.32915096,0.04834785,-0.109221172,1.027962624,1.293249453,0.314704685,-0.796405749,81,81.0,74.0,-0.965925826,-0.258819045,75.0,17,2,0,2.745646596,-0.809122707,0.845419123,0.37080244,0.211359007,0.20040461,0.111282921,0.367767884,-0.302627503
28/05/2025 18:00,33.0,66.77,29.5,0.0,49.1,25.4,437.0,24.3,13.5,51.0,6.08221891,3.27336401,3.914021008,0.0,2.674148649,3.417726684,3.230804396,0.637949457,0.19090274,1.226767833,0.25475928,-0.152159661,-0.109221172,0.995628931,1.218092567,0.356226654,-0.827771954,81,81.0,73.0,-1.0,-1.84e-16,76.0,18,2,0,4.015657674,-0.528076669,0.782615873,0.32915096,0.360446644,0.133776654,0.04834785,0.44217495,-0.348154265
28/05/2025 19:00,32.0,70.65,27.7,0.0,43.0,24.2,406.0,20.7,12.6,52.0,6.008813185,3.226843995,3.784189634,0.0,2.610069793,3.356897123,3.077312261,0.322934057,0.408547181,1.106046489,0.122518569,-0.375279391,-0.109221172,0.821180974,0.969151977,0.164660752,-0.796405749,81,81.0,73.0,-0.965925826,0.258819045,76.0,19,2,0,3.569039471,-0.25718654,0.35718008,0.25475928,0.53156118,0.133776654,-0.152159661,0.552631461,-0.332844278
28/05/2025 20:00,31.8,77.75,21.5,0.0,37.4,21.7,360.0,15.6,11.2,54.0,5.888877958,3.122364924,3.64805746,0.0,2.501435952,3.113515309,2.809402695,0.259930977,0.806814071,0.623034952,-0.174480182,-0.609227264,-0.109221172,0.536156129,0.534643946,-0.160103777,-0.73367334,81,81.0,73.0,-0.866025404,0.5,77.0,20,2,0,1.945342482,-0.190704428,0.161946084,0.122518569,0.646431866,0.111215721,-0.375279391,0.641349727,-0.317669479
28/05/2025 21:00,32.0,74.94,25.9,0.0,32.7,19.2,313.0,11.4,9.9,55.0,5.749392986,3.005682604,3.517497837,0.0,2.388762789,3.292126287,2.517696473,0.322934057,0.649190133,0.977503355,-0.506168656,-0.833598513,-0.109221172,0.204671514,0.061541404,-0.496943994,-0.702307135,81,81.0,73.0,-0.707106781,0.707106781,77.0,21,2,0,2.93806483,-0.226798892,0.315669124,-0.174480182,0.765850441,0.189407835,-0.609227264,0.780401798,-0.25099382
28/05/2025 22:00,31.0,79.32,18.4,0.0,31.2,17.8,251.0,8.9,8.9,55.0,5.529429088,2.93385687,3.471966453,0.0,2.292534757,2.965273066,2.292534757,0.007918656,0.894881538,0.32883584,-0.710344989,-0.91184578,-0.109221172,-0.318070448,-0.303636202,-0.78462094,-0.702307135,81,81.0,73.0,-0.5,0.866025404,78.0,22,2,0,0.964757287,-0.005561329,0.002603938,-0.506168656,0.880453913,0.065549475,-0.833598513,0.914580771,-0.336659007
28/05/2025 23:00,31.0,78.96,15.5,0.0,33.5,17.5,189.0,7.3,8.0,54.0,5.247024072,2.917770732,3.540959324,0.0,2.197224577,2.803360381,2.116255515,0.007918656,0.874687724,0.007506593,-0.756072452,-0.793279132,-0.109221172,-0.989203088,-0.589533969,-1.069553935,-0.73367334,80,81.0,73.0,-0.258819045,0.965925826,79.0,23,2,0,0.021902516,-0.005809707,5.94e-05,-0.710344989,0.982291525,-0.174480182,-0.91184578,1.054404891,-0.455225654
29/05/2025 00:00,31.0,79.32,14.8,0.0,35.2,17.2,192.0,7.3,7.3,56.0,5.262690189,2.901421594,3.589059119,0.0,2.116255515,2.76000994,2.116255515,0.007918656,0.894881538,-0.078525978,-0.802547536,-0.710617963,-0.109221172,-0.951972721,-0.589533969,-1.311613677,-0.67094093,80,80.0,73.0,0.0,1.0,80.0,0,3,0,-0.227836968,-0.00531295,-0.00062182,-0.756072452,1.048211294,-0.382255751,-0.793279132,1.202519852,-0.496638134
29/05/2025 01:00,31.0,74.78,13.0,0.0,40.2,18.3,329.0,10.0,8.2,54.0,5.799092654,2.960105096,3.718438256,0.0,2.219203484,2.63905733,2.397895273,0.007918656,0.640215104,-0.318566535,-0.635730137,-0.488275418,-0.109221172,0.32278227,-0.132757681,-1.003847252,-0.73367334,80,80.0,74.0,0.258819045,0.965925826,80.0,1,3,0,-0.942990425,-0.005809707,-0.002522619,-0.802547536,0.906257382,-0.342123376,-0.710617963,0.993856387,-0.306375672
29/05/2025 02:00,30.2,80.34,9.7,0.0,48.9,21.0,531.0,13.7,9.7,52.0,6.276643489,3.091042453,3.910021003,0.0,2.370243741,2.370243741,2.687847494,-0.244093664,0.952097345,-0.852049553,-0.263519401,-0.15903381,-0.109221172,1.45767696,0.33750014,-0.552307312,-0.796405749,80,80.0,74.0,0.5,0.866025404,81.0,2,3,0,-2.63372134,0.194397597,0.207979897,-0.635730137,0.819319027,-0.35543798,-0.488275418,0.965450207,-0.295155601
29/05/2025 03:00,30.0,79.19,11.2,0.0,73.1,25.4,661.0,15.8,12.1,61.0,6.495265556,3.27336401,4.305415532,0.0,2.57261223,2.501435952,2.821378886,-0.307096744,0.887589327,-0.591687654,0.25475928,0.520465433,-0.109221172,1.977230073,0.554067483,0.052680107,-0.514109906,80,80.0,74.0,0.707106781,0.707106781,81.0,3,3,0,-1.936809072,0.157881478,0.181705352,-0.263519401,0.665133661,-0.212298868,-0.15903381,0.748203484,-0.128314396
29/05/2025 04:00,29.0,83.89,11.2,0.0,115.9,32.7,647.0,14.8,16.8,90.0,6.473890696,3.517497837,4.761318868,0.0,2.879198457,2.501435952,2.76000994,-0.622112145,1.15123079,-0.591687654,0.948749394,1.303951162,-0.109221172,1.926432937,0.454536508,0.969229967,0.395510034,79,80.0,75.0,0.866025404,0.5,81.0,4,3,0,-2.081260044,-0.246051596,0.368096075,0.25475928,0.472336899,0.665133661,0.520465433,0.362690968,0.709167543
29/05/2025 05:00,29.6,83.18,10.1,0.0,188.6,44.4,560.0,12.2,22.6,130.0,6.329720906,3.815512105,5.24491659,0.0,3.161246712,2.406945108,2.58021683,-0.433102904,1.111404101,-0.779212625,1.795903423,2.135030655,-0.109221172,1.583814899,0.162939789,1.812422731,1.650158227,80,79.0,75.0,0.965925826,0.258819045,81.0,5,3,0,-2.973095203,-0.71468832,0.337479251,0.948749394,0.37080244,0.211359007,1.303951162,0.111282921,0.367767884
29/05/2025 06:00,30.0,79.19,14.8,0.0,279.4,55.9,474.0,9.8,25.9,159.0,6.163314804,4.041295341,5.636217155,0.0,3.292126287,2.76000994,2.379546134,-0.307096744,0.887589327,-0.078525978,2.437728997,2.807494278,-0.109221172,1.188352495,-0.162517157,2.203691631,2.559778167,82,80.0,76.0,1.0,6.12e-17,81.0,6,3,0,-0.317346669,-0.78609954,0.024115072,1.795903423,0.32915096,0.360446644,2.135030655,0.04834785,0.44217495
29/05/2025 07:00,31.0,79.32,9.4,0.0,247.7,49.8,404.0,7.6,25.0,168.0,6.003887067,3.927896355,5.516247351,0.0,3.258096538,2.341805806,2.151762203,0.007918656,0.894881538,-0.908487011,2.115373933,2.601321999,-0.109221172,0.809474104,-0.531947592,2.10195855,2.842074011,84,82.0,76.0,0.965925826,-0.258819045,81.0,7,3,0,-3.568442817,0.022505406,-0.007193996,2.437728997,0.25475928,0.53156118,2.807494278,-0.152159661,0.552631461
29/05/2025 08:00,31.2,78.99,4.7,0.0,192.3,40.4,335.0,5.5,21.7,165.0,5.81711116,3.723280881,5.264243386,0.0,3.122364924,1.740466175,1.871802177,0.070921736,0.876370542,-2.101895734,1.533721167,2.168244427,-0.109221172,0.365603065,-0.985999613,1.696184317,2.747975396,86,84.0,77.0,0.866025404,-0.5,81.0,8,3,0,-7.825948198,0.194891186,-0.149070095,2.115373933,0.122518569,0.646431866,2.601321999,-0.375279391,0.641349727
29/05/2025 09:00,33.0,70.83,9.4,0.0,195.1,41.2,300.0,5.0,18.3,158.0,5.707110265,3.742420221,5.278624733,0.0,2.960105096,2.341805806,1.791759469,0.637949457,0.418644088,-0.908487011,1.588127854,2.192959271,-0.109221172,0.104187058,-1.115816551,1.21110309,2.528411963,87,86.0,77.0,0.707106781,-0.707106781,81.0,9,3,0,-3.399940159,1.612999039,-0.579568795,1.533721167,-0.174480182,0.765850441,2.168244427,-0.609227264,0.780401798
29/05/2025 10:00,35.0,56.27,11.2,0.0,224.4,48.0,326.0,7.3,15.4,146.0,5.789960171,3.891820298,5.417876602,0.0,2.797281335,2.501435952,2.116255515,1.267980258,-0.398083506,-0.591687654,2.012821874,2.432268447,-0.109221172,0.301079016,-0.589533969,0.724335968,2.152017505,88,87.0,78.0,0.5,-0.866025404,81.0,10,3,0,-2.302742022,2.728715711,-0.750248264,1.588127854,-0.506168656,0.880453913,2.192959271,-0.833598513,0.914580771
29/05/2025 11:00,36.0,55.95,8.6,0.0,219.3,50.6,385.0,11.2,12.5,129.0,5.955837369,3.943521672,5.394990254,0.0,2.602689685,2.261763098,2.501435952,1.582995659,-0.416033563,-1.067338449,2.15979144,2.392937463,-0.109221172,0.695284487,0.035169345,0.142597673,1.618792023,96,88.0,79.0,0.258819045,-0.965925826,80.0,11,3,0,-4.209072306,2.562540745,-1.689592131,2.012821874,-0.710344989,0.982291525,2.432268447,-0.91184578,1.054404891
29/05/2025 12:00,37.0,50.41,18.4,0.0,196.0,50.2,426.0,14.9,12.3,117.0,6.056784013,3.935739532,5.283203729,0.0,2.587764035,2.965273066,2.766319109,1.898011059,-0.726793925,0.32883584,2.13766944,2.200828434,-0.109221172,0.935183157,0.464769008,0.097976938,1.242397565,110,96.0,80.0,1.22e-16,-1.0,80.0,12,3,0,1.294212213,2.358084318,0.62413406,2.15979144,-0.756072452,1.048211294,2.392937463,-0.793279132,1.202519852
29/05/2025 13:00,36.0,53.25,18.4,0.0,178.3,47.5,430.0,17.5,10.8,104.0,6.06610809,3.881563798,5.189060381,0.0,2.468099531,2.965273066,2.917770732,1.582995659,-0.567487169,0.32883584,1.983666104,2.039039818,-0.109221172,0.95734173,0.710400202,-0.259764129,0.834636902,116,110.0,80.0,-0.258819045,-0.965925826,80.0,13,3,0,1.27639729,1.321226593,0.520545706,2.13766944,-0.802547536,0.906257382,2.200828434,-0.710617963,0.993856387
29/05/2025 14:00,37.2,49.95,20.8,0.0,153.2,42.1,416.0,21.0,8.6,87.0,6.033086222,3.763522997,5.038250461,0.0,2.261763098,3.08190997,3.091042453,1.961014139,-0.752597132,0.560311517,1.648115928,1.77986773,-0.109221172,0.878865597,0.991420234,-0.876613851,0.30141142,110,116.0,81.0,-0.5,-0.866025404,80.0,14,3,0,2.108745278,0.591072056,1.098778806,1.983666104,-0.635730137,0.819319027,2.039039818,-0.488275418,0.965450207
29/05/2025 15:00,38.0,42.33,22.3,0.0,151.3,38.5,393.0,22.5,7.1,76.0,5.976350909,3.676300672,5.02585226,0.0,2.091864062,3.148453361,3.157000421,2.21302646,-1.180032864,0.692372433,1.400172281,1.75856099,-0.109221172,0.744034705,1.098393894,-1.384532748,-0.043616833,95,110.0,81.0,-0.707106781,-0.707106781,80.0,15,3,0,2.545369242,-0.096525206,1.532238515,1.648115928,-0.263519401,0.665133661,1.77986773,-0.15903381,0.748203484
29/05/2025 16:00,38.0,35.23,22.3,0.0,126.2,33.8,359.0,20.2,6.9,77.0,5.886104031,3.549617387,4.845760651,0.0,2.066862759,3.148453361,3.054001182,2.21302646,-1.578299754,0.692372433,1.040054438,1.4490673,-0.109221172,0.52956392,0.931344999,-1.459274984,-0.012250629,96,95.0,81.0,-0.866025404,-0.5,79.0,16,3,0,2.457657228,-0.027110966,1.532238515,1.400172281,0.25475928,0.472336899,1.75856099,0.520465433,0.362690968
29/05/2025 17:00,37.6,36.24,24.5,0.0,106.9,30.0,316.0,15.8,7.2,83.0,5.758901774,3.433987204,4.681204872,0.0,2.104134154,3.238678452,2.821378886,2.087020299,-1.521644887,0.871431663,0.711356836,1.166272475,-0.109221172,0.227269052,0.554067483,-1.347850893,0.1759466,96,96.0,81.0,-0.965925826,-0.258819045,80.0,17,3,0,2.992485182,0.367204126,1.818695571,1.040054438,0.948749394,0.37080244,1.4490673,1.303951162,0.111282921
29/05/2025 18:00,37.0,30.82,22.3,0.0,93.1,27.6,273.0,11.9,7.3,90.0,5.613128106,3.353406718,4.544358047,0.0,2.116255515,3.148453361,2.557227311,1.898011059,-1.825673977,0.692372433,0.482293696,0.931096449,-0.109221172,-0.119160583,0.125654333,-1.311613677,0.395510034,97,96.0,81.0,-1.0,-1.84e-16,82.0,18,3,0,2.321806369,0.750682418,1.314130536,0.711356836,1.795903423,0.32915096,1.166272475,2.135030655,0.04834785
29/05/2025 19:00,36.0,28.66,24.1,0.0,87.1,26.3,229.0,9.1,6.7,95.0,5.438079309,3.306886702,4.478472533,0.0,2.041220329,3.222867846,2.312535424,1.582995659,-1.946836862,0.840054195,0.350052985,0.817869903,-0.109221172,-0.535162265,-0.271198202,-1.535933894,0.552341058,97,97.0,81.0,-0.965925826,0.258819045,84.0,19,3,0,2.777964047,0.874353497,1.329802144,0.482293696,2.437728997,0.25475928,0.931096449,2.807494278,-0.152159661
29/05/2025 20:00,35.0,32.93,10.4,0.0,81.7,25.3,184.0,6.6,5.8,99.0,5.220355825,3.269568939,4.415219602,0.0,1.916922612,2.433613355,2.028148247,1.267980258,-1.707315789,-0.726287261,0.243971174,0.709167543,-0.109221172,-1.052579905,-0.73243038,-1.907526108,0.677805878,97,97.0,81.0,-0.866025404,0.5,86.0,20,3,0,-2.37464627,0.859444472,-0.920917909,0.350052985,2.115373933,0.122518569,0.817869903,2.601321999,-0.375279391
29/05/2025 21:00,34.0,38.75,11.2,0.0,80.1,25.1,155.0,4.9,5.2,102.0,5.049856007,3.261935314,4.395682961,0.0,1.824549292,2.501435952,1.774952351,0.952964858,-1.380849127,-0.591687654,0.222271353,0.675593147,-0.109221172,-1.457770984,-1.143075107,-2.183679262,0.771904492,97,97.0,81.0,-0.707106781,0.707106781,87.0,21,3,0,-1.930046854,0.735597855,-0.563857541,0.243971174,1.533721167,-0.174480182,0.709167543,2.168244427,-0.609227264
29/05/2025 22:00,33.0,46.43,9.4,0.0,83.8,25.6,145.0,3.8,5.0,103.0,4.983606622,3.280911216,4.440295543,0.0,1.791759469,2.341805806,1.568615918,0.637949457,-0.950047759,-0.908487011,0.27621344,0.752261419,-0.109221172,-1.615211973,-1.477721005,-2.281705543,0.803270697,98,97.0,81.0,-0.5,0.866025404,88.0,22,3,0,-2.980665222,0.512446105,-0.579568795,0.222271353,1.588127854,-0.506168656,0.675593147,2.192959271,-0.833598513
29/05/2025 23:00,33.2,43.66,16.2,0.0,92.4,26.4,149.0,3.5,5.1,103.0,5.010635294,3.310543013,4.536891345,0.0,1.808288771,2.844909384,1.504077397,0.700952537,-1.10542794,0.089964059,0.360446644,0.918264663,-0.109221172,-1.550978609,-1.582392541,-2.232290637,0.803270697,98,98.0,80.0,-0.258819045,0.965925826,96.0,23,3,0,0.297829888,0.563054633,0.063060536,0.27621344,2.012821874,-0.710344989,0.752261419,2.432268447,-0.91184578
30/05/2025 00:00,33.0,43.63,13.0,0.0,87.3,24.9,172.0,4.0,5.4,95.0,5.153291594,3.254242969,4.480740108,0.0,1.85629799,2.63905733,1.609437912,0.637949457,-1.107110758,-0.318566535,0.20040461,0.821766809,-0.109221172,-1.211957365,-1.411514021,-2.088765458,0.552341058,99,98.0,80.0,0.0,1.0,110.0,0,4,0,-1.036692908,0.352365678,-0.203229348,0.360446644,2.15979144,-0.756072452,0.918264663,2.392937463,-0.793279132
30/05/2025 01:00,32.0,55.55,16.6,0.0,97.8,26.5,231.0,7.3,6.0,91.0,5.446737372,3.314186005,4.593097605,0.0,1.945910149,2.867898902,2.116255515,0.322934057,-0.438471134,0.135588678,0.37080244,1.014857073,-0.109221172,-0.514586467,-0.589533969,-1.820866889,0.426876239,100,99.0,80.0,0.258819045,0.965925826,116.0,1,4,0,0.4493661,0.137852876,0.043786202,0.20040461,2.13766944,-0.802547536,0.821766809,2.200828434,-0.710617963
30/05/2025 02:00,31.0,72.32,18.2,0.0,111.8,29.6,307.0,11.8,6.8,86.0,5.730099783,3.421000009,4.725616339,0.0,2.054123734,2.954910279,2.549445171,0.007918656,0.502224041,0.308270023,0.674438621,1.242595124,-0.109221172,0.158821414,0.1130329,-1.497358731,0.270045215,101,100.0,80.0,0.5,0.866025404,110.0,2,4,0,1.054591752,0.002138395,0.002441084,0.37080244,1.983666104,-0.635730137,1.014857073,2.039039818,-0.488275418
30/05/2025 03:00,31.0,66.37,13.0,0.0,117.8,32.6,350.0,14.2,7.7,87.0,5.860786223,3.514526067,4.777441407,0.0,2.163323026,2.63905733,2.721295428,0.007918656,0.168465168,-0.318566535,0.940301653,1.331658305,-0.109221172,0.469396408,0.391747535,-1.170903766,0.30141142,102,101.0,80.0,0.707106781,0.707106781,95.0,3,4,0,-1.119610393,0.002386773,-0.002522619,0.674438621,1.648115928,-0.263519401,1.242595124,1.77986773,-0.15903381
