datetime,aqi_us_lag1,aqi_us_lag12,aqi_us_lag24,scaled_humidity_%,scaled_temp_C_scaled_log_windspeed_kph,day_of_week,scaled_temp_C,scaled_temp_C_scaled_o3,aqi_us,scaled_log_pm2_5_lag1,scaled_log_pm2_5_lag12,scaled_log_pm2_5_lag24,scaled_log_pm10_lag1,scaled_log_pm10_lag12,scaled_log_pm10_lag24,scaled_log_no2,scaled_log_so2
2025-06-01 23:00:00,103.0,97.0,98.0,0.718185664,0.026493682,6,-0.055084424,0.017952712,103,-0.36881524,3.207650436,-0.802547536,0.093535417,3.011814221,-0.475807155,-1.256935596,-1.907526108
2025-06-02 00:00:00,103.0,98.0,98.0,0.640215104,-0.00062182,0,0.007918656,-0.002829169,103,-0.161984941,2.919132999,-0.897841241,0.344802713,2.731687308,-0.609227264,-1.143075107,-1.863882505
2025-06-02 01:00:00,103.0,99.0,98.0,0.640215104,0.002603938,0,0.007918656,-0.002829169,104,-0.051932643,2.257263709,-0.996440581,0.65641525,2.307372818,-0.808288265,-0.669641407,-1.459274984
2025-06-02 02:00:00,104.0,99.0,97.0,0.952097345,-0.152078884,0,-0.244093664,0.087209511,105,0.211359007,1.519955219,-0.996440581,0.758330412,1.795400106,-0.848965543,-0.208205978,-0.939553727
2025-06-02 03:00:00,105.0,100.0,97.0,1.157401122,0.097830746,0,-0.307096744,0.051924425,106,0.665133661,0.931828733,-0.740748088,1.180547419,1.341754636,-0.636291363,-0.005210647,-0.442587339
2025-06-02 04:00:00,106.0,101.0,97.0,1.157401122,-0.257977908,0,-0.307096744,-0.102194925,108,1.42168055,0.683713222,-0.051932643,1.994374819,1.078039337,0.39791839,-0.177604204,0.120370554
2025-06-02 05:00:00,108.0,101.0,97.0,1.115330676,-0.001832312,0,-0.244093664,-0.242011039,110,2.235890205,0.53156118,0.880453913,2.737442406,0.940203702,1.493083402,-0.589533969,0.631773351
2025-06-02 06:00:00,110.0,102.0,97.0,1.157401122,0.024115072,0,-0.307096744,-0.448963462,112,2.776429475,0.308094103,1.783353016,3.100888395,0.671349849,2.314736225,-1.036686423,0.918415139
2025-06-02 07:00:00,112.0,102.0,97.0,1.157401122,-0.100984416,0,-0.307096744,-0.497125759,114,3.079036496,0.042438269,2.452677301,3.274238019,0.339657395,2.85225977,-1.286695071,0.884052304
2025-06-02 08:00:00,114.0,102.0,97.0,0.719868482,-0.00175587,0,0.007918656,0.012570279,115,3.188533601,-0.199636653,2.785285129,3.300199653,0.084592457,3.051619309,-1.411514021,0.687654112
2025-06-02 09:00:00,115.0,102.0,97.0,0.179683954,0.043786202,0,0.322934057,0.472116996,115,3.180850724,-0.409328933,3.014519397,3.252615031,-0.104795469,3.100888395,-1.379397211,0.457576486
2025-06-02 10:00:00,115.0,103.0,97.0,-0.217461057,0.659806598,0,0.952964858,1.183961219,115,3.180850724,-0.4781619,3.196195769,3.24360379,-0.091499196,3.114782897,-1.170799643,0.22988953
2025-06-02 11:00:00,115.0,103.0,97.0,-0.380133449,0.895093998,0,1.204977178,1.119105101,115,3.106808718,-0.36881524,3.207650436,3.152799521,0.093535417,3.011814221,-0.84280261,-0.016578598
2025-06-02 12:00:00,115.0,103.0,98.0,-0.581510651,1.239454956,0,1.267980258,0.581042372,115,2.948503945,-0.161984941,2.919132999,3.011814221,0.344802713,2.731687308,-0.422568227,-0.184709132
2025-06-02 13:00:00,115.0,104.0,99.0,-0.741378346,1.329802144,0,1.582995659,0.228870139,116,2.690895563,-0.051932643,2.257263709,2.868898549,0.65641525,2.307372818,0.125654333,-0.310868514
2025-06-02 14:00:00,116.0,105.0,99.0,-0.631995186,1.175897717,0,1.582995659,-0.466265787,117,2.257263709,0.211359007,1.519955219,2.463996144,0.758330412,1.795400106,0.647841917,-0.469642127
2025-06-02 15:00:00,117.0,106.0,100.0,-0.741378346,2.329114227,0,1.582995659,-0.913138881,118,1.621610723,0.665133661,0.931828733,1.83146607,1.180547419,1.341754636,0.884781631,-0.666208086
2025-06-02 16:00:00,118.0,108.0,101.0,-0.920317977,1.865621578,0,1.267980258,-0.771196396,118,1.160015809,1.42168055,0.683713222,1.364611628,1.994374819,1.078039337,0.779060017,-0.845633949
2025-06-02 17:00:00,118.0,110.0,101.0,-0.271311228,1.219738931,0,1.015967938,-0.490452122,119,0.880453913,2.235890205,0.53156118,1.112892516,2.737442406,0.940203702,0.454536508,-1.003847252
2025-06-02 18:00:00,119.0,112.0,102.0,-0.425008591,0.782615873,0,0.637949457,-0.247935922,119,0.655798143,2.776429475,0.308094103,0.910888966,3.100888395,0.671349849,0.074568349,-1.170903766
2025-06-02 19:00:00,119.0,114.0,102.0,-0.037399548,0.35718008,0,0.322934057,-0.115377519,120,0.432157253,3.079036496,0.042438269,0.675593147,3.274238019,0.339657395,-0.271198202,-1.347850893
2025-06-02 20:00:00,120.0,115.0,102.0,0.569536755,0.005482659,0,0.007918656,-0.002829169,120,0.27621344,3.188533601,-0.199636653,0.520465433,3.300199653,0.084592457,-0.64924056,-1.497358731
2025-06-02 21:00:00,120.0,115.0,102.0,0.398450274,0.005482659,0,0.007918656,-0.002829169,121,0.189407835,3.180850724,-0.409328933,0.44217495,3.252615031,-0.104795469,-0.985999613,-1.614610375
2025-06-02 22:00:00,121.0,115.0,103.0,0.398450274,0.005482659,0,0.007918656,-0.002829169,121,0.144990328,3.180850724,-0.4781619,0.459082666,3.24360379,-0.091499196,-1.170799643,-1.695413502
2025-06-02 23:00:00,121.0,115.0,103.0,0.519613159,-0.000413496,0,-0.055084424,0.019680501,122,0.167285835,3.106808718,-0.36881524,0.579731125,3.152799521,0.093535417,-1.227712357,-1.736649103
2025-06-03 00:00:00,122.0,115.0,103.0,0.631240076,-0.100984416,1,-0.307096744,0.090454263,122,0.15615994,2.948503945,-0.161984941,0.626150963,3.011814221,0.344802713,-1.227712357,-1.778461445
2025-06-03 01:00:00,122.0,116.0,104.0,0.631240076,-0.100984416,1,-0.307096744,0.080821803,122,0.167285835,2.690895563,-0.051932643,0.626150963,2.868898549,0.65641525,-0.936849006,-1.535933894
2025-06-03 02:00:00,122.0,117.0,105.0,0.631240076,-0.21262532,1,-0.307096744,0.051924425,122,0.065549475,2.257263709,0.211359007,0.499464747,2.463996144,0.758330412,-0.629093147,-1.205465235
2025-06-03 03:00:00,122.0,118.0,106.0,0.622265047,-0.430733299,1,-0.622112145,0.027134562,121,0.15615994,1.621610723,0.665133661,0.552631461,1.83146607,1.180547419,-0.513197719,-0.939553727
2025-06-03 04:00:00,121.0,118.0,108.0,0.622265047,-0.430733299,1,-0.622112145,-0.128971814,120,0.391401534,1.160015809,1.42168055,0.910888966,1.364611628,1.994374819,-0.73243038,-0.724828273
2025-06-03 05:00:00,120.0,119.0,110.0,0.774840532,-0.172356564,1,-0.559109064,-0.308818892,118,0.521775757,0.880453913,2.235890205,1.089735778,1.112892516,2.737442406,-1.19900637,-0.552307312
2025-06-03 06:00:00,118.0,119.0,112.0,0.879736177,0.048851965,1,-0.622112145,-0.499724456,114,0.56071695,0.655798143,2.776429475,1.150271105,0.910888966,3.100888395,-1.694288347,-0.415775197
2025-06-03 07:00:00,114.0,120.0,114.0,0.631240076,-0.100984416,1,-0.307096744,-0.285211653,110,0.551031548,0.432157253,3.079036496,1.132495787,0.675593147,3.274238019,-1.899860082,-0.336752084
2025-06-03 08:00:00,110.0,120.0,115.0,0.566732058,-0.075846599,1,-0.181090584,-0.179545506,105,0.53156118,0.27621344,3.188533601,1.081389308,0.520465433,3.300199653,-1.899860082,-0.310868514
2025-06-03 09:00:00,105.0,121.0,115.0,-0.037399548,0.223590639,1,0.322934057,0.330307976,100,0.570369464,0.189407835,3.180850724,1.081389308,0.44217495,3.252615031,-1.733370863,-0.259764129
2025-06-03 10:00:00,100.0,121.0,115.0,-0.037399548,0.172062842,1,0.322934057,0.330307976,96,0.655798143,0.144990328,3.180850724,1.112892516,0.459082666,3.24360379,-1.477721005,-0.135699285
2025-06-03 11:00:00,96.0,122.0,115.0,-0.060398058,0.441698618,1,0.637949457,0.612496372,93,0.702172135,0.167285835,3.106808718,1.104658026,0.579731125,3.152799521,-1.143075107,-0.016578598
2025-06-03 12:00:00,93.0,122.0,115.0,-0.425008591,0.782615873,1,0.637949457,0.452415945,89,0.729637688,0.15615994,2.948503945,1.066262743,0.626150963,3.011814221,-0.669641407,0.120370554
2025-06-03 13:00:00,89.0,122.0,116.0,-0.595534133,1.402128929,1,0.952964858,0.376907163,88,1.443027304,0.167285835,2.690895563,1.594089967,0.626150963,2.868898549,0.061541404,0.052680107
2025-06-03 14:00:00,88.0,122.0,117.0,-0.405936656,1.144099428,1,0.952964858,-0.041565309,86,1.371239078,0.065549475,2.257263709,1.358925817,0.499464747,2.463996144,0.701609688,-0.040026041
2025-06-03 15:00:00,86.0,121.0,118.0,-0.595534133,1.054023435,1,0.952964858,-0.310583328,86,1.27511909,0.15615994,1.621610723,1.023532179,0.552631461,1.83146607,0.998775557,-0.160103777
2025-06-03 16:00:00,86.0,120.0,118.0,-0.230362661,0.705601757,1,0.637949457,-0.207915815,86,1.260038616,0.391401534,1.160015809,0.752261419,0.910888966,1.364611628,0.938977229,-0.336752084
2025-06-03 17:00:00,86.0,118.0,119.0,-0.002621312,0.623597735,1,0.637949457,-0.107865549,86,1.237266831,0.521775757,0.880453913,0.634852423,1.089735778,1.112892516,0.674948607,-0.524497495
2025-06-03 18:00:00,86.0,114.0,119.0,0.179683954,0.396165113,1,0.322934057,-0.024214577,87,1.167836069,0.56071695,0.655798143,0.459082666,1.150271105,0.910888966,0.381042243,-0.724828273
2025-06-03 19:00:00,87.0,110.0,120.0,0.179683954,0.396165113,1,0.322934057,-0.024214577,87,1.072542364,0.551031548,0.432157253,0.331910418,1.132495787,0.675593147,0.1130329,-0.876613851
2025-06-03 20:00:00,87.0,105.0,120.0,0.569536755,0.002603938,1,0.007918656,-0.001090521,88,0.957172104,0.53156118,0.27621344,0.308457723,1.081389308,0.520465433,-0.177604204,-1.003847252
2025-06-03 21:00:00,88.0,100.0,121.0,0.398450274,-0.00062182,1,0.007918656,-0.001587278,89,0.897682224,0.570369464,0.189407835,0.437313462,1.081389308,0.44217495,-0.422568227,-1.069553935
2025-06-03 22:00:00,89.0,96.0,121.0,0.398450274,0.005482659,1,0.007918656,-0.002084034,89,0.86312055,0.655798143,0.144990328,0.563974966,1.112892516,0.459082666,-0.531947592,-1.036520077
2025-06-03 23:00:00,89.0,93.0,122.0,0.781571803,-0.051939805,1,-0.307096744,0.109719181,90,0.810477145,0.702172135,0.167285835,0.615211812,1.104658026,0.579731125,-0.531947592,-0.907918155
2025-06-04 00:00:00,90.0,89.0,122.0,0.631240076,-0.041638842,2,-0.307096744,0.090454263,90,0.729637688,0.729637688,0.15615994,0.61081658,1.066262743,0.626150963,-0.690302143,-1.136737295
2025-06-04 01:00:00,90.0,88.0,122.0,0.631240076,-0.100984416,2,-0.307096744,0.061556885,91,0.579989313,1.443027304,0.167285835,0.675593147,1.594089967,0.626150963,-0.550916766,-0.724828273
2025-06-04 02:00:00,91.0,86.0,122.0,0.781571803,0.084908867,2,-0.307096744,0.023027047,91,0.579989313,1.371239078,0.065549475,0.65641525,1.358925817,0.499464747,-0.370525925,-0.234535847
2025-06-04 03:00:00,91.0,86.0,121.0,0.631240076,0.097830746,2,-0.307096744,-0.034767709,92,0.774832005,1.27511909,0.15615994,0.93656659,1.023532179,0.552631461,-0.336736247,0.120370554
2025-06-04 04:00:00,92.0,86.0,120.0,0.631240076,0.024115072,2,-0.307096744,-0.131092303,92,0.836920709,1.260038616,0.391401534,1.112892516,0.752261419,0.910888966,-0.570110432,0.356226654
2025-06-04 05:00:00,92.0,86.0,118.0,0.710893454,0.039743086,2,-0.307096744,-0.237049356,93,0.923330482,1.237266831,0.521775757,1.224214898,0.634852423,1.089735778,-1.036686423,0.516777108
2025-06-04 06:00:00,93.0,87.0,114.0,0.622265047,-0.33146824,2,-0.622112145,-0.636317535,93,0.948749394,1.167836069,0.56071695,1.188427005,0.459082666,1.150271105,-1.511866391,0.57482813
2025-06-04 07:00:00,93.0,87.0,110.0,0.387792427,-0.163624546,2,-0.307096744,-0.33337395,93,0.948749394,1.072542364,0.551031548,1.161487689,0.331910418,1.132495787,-1.773418475,0.43757953
2025-06-04 08:00:00,93.0,88.0,105.0,0.285140539,0.002441084,2,0.007918656,0.007851093,94,0.871800443,0.957172104,0.53156118,1.081389308,0.308457723,1.081389308,-1.856608294,0.186562196
2025-06-04 09:00:00,94.0,89.0,100.0,-0.438471134,0.35718008,2,0.322934057,0.279661897,94,0.756840409,0.897682224,0.570369464,1.030440871,0.437313462,1.081389308,-1.773418475,-0.040026041
2025-06-04 10:00:00,94.0,89.0,96.0,-0.609557615,0.441698618,2,0.637949457,0.412395838,94,0.608655062,0.86312055,0.655798143,0.974377681,0.563974966,1.112892516,-1.61884005,-0.111492402
2025-06-04 11:00:00,94.0,90.0,93.0,-0.534391751,0.32072587,2,0.700952537,0.277233762,94,0.401645375,0.810477145,0.702172135,0.83533681,0.615211812,1.104658026,-1.379397211,-0.135699285
2025-06-04 12:00:00,94.0,90.0,89.0,-0.769986249,1.054023435,2,0.952964858,0.167670927,93,0.20040461,0.729637688,0.729637688,0.700835237,0.61081658,1.066262743,-0.865807902,0.075414313
2025-06-04 13:00:00,93.0,91.0,88.0,-0.920317977,0.877914577,2,1.267980258,-0.214392198,92,0.599131895,0.579989313,1.443027304,1.042464651,0.675593147,1.594089967,-0.192832916,0.075414313
2025-06-04 14:00:00,92.0,91.0,86.0,-0.757084646,1.313201266,2,1.267980258,-0.850739854,91,0.462345104,0.579989313,1.371239078,0.892310031,0.65641525,1.358925817,0.433875772,0.075414313
2025-06-04 15:00:00,91.0,92.0,86.0,-0.920317977,1.730781499,2,1.267980258,-1.288228867,90,0.286880104,0.774832005,1.27511909,0.641349727,0.93656659,1.023532179,0.745093416,0.052680107
2025-06-04 16:00:00,90.0,92.0,86.0,-0.920317977,1.555517394,2,1.267980258,-1.44731578,89,0.243971174,0.836920709,1.260038616,0.295288809,1.112892516,0.752261419,0.779060017,-0.016578598
2025-06-04 17:00:00,89.0,93.0,86.0,-0.47324937,0.7746914,2,0.763955617,-0.84804253,88,0.27621344,0.923330482,1.237266831,0.208530463,1.224214898,0.634852423,0.674948607,-0.135699285
2025-06-04 18:00:00,88.0,93.0,87.0,-0.609557615,0.535912118,2,0.637949457,-0.688157096,87,0.2655066,0.948749394,1.167836069,0.151994616,1.188427005,0.459082666,0.514984967,-0.259764129
2025-06-04 19:00:00,87.0,93.0,87.0,-0.425008591,0.209780645,2,0.637949457,-0.648136989,87,0.167285835,0.948749394,1.072542364,0.125933775,1.161487689,0.331910418,0.281375305,-0.442587339
2025-06-04 20:00:00,87.0,94.0,88.0,0.089933669,0.046050988,2,0.070921736,-0.067605207,86,0.088474298,0.871800443,0.957172104,0.15486602,1.081389308,0.308457723,-0.074828455,-0.666208086
2025-06-04 21:00:00,86.0,94.0,89.0,-0.049179273,0.002603938,2,0.007918656,-0.007051598,85,-0.039963519,0.756840409,0.897682224,0.146237376,1.030440871,0.437313462,-0.370525925,-0.814971797
2025-06-04 22:00:00,85.0,94.0,89.0,-0.049179273,0.008758402,2,0.007918656,-0.007299976,84,-0.124825423,0.608655062,0.86312055,0.208530463,0.974377681,0.563974966,-0.458214626,-0.907918155
2025-06-04 23:00:00,84.0,94.0,90.0,0.27672645,-0.067617873,2,-0.244093664,0.232679057,83,-0.212298868,0.401645375,0.810477145,0.208530463,0.83533681,0.615211812,-0.387688476,-0.939553727
2025-06-05 00:00:00,83.0,93.0,90.0,0.157246383,-0.100984416,3,-0.307096744,0.244573612,82,-0.263519401,0.20040461,0.729637688,0.194569909,0.700835237,0.61081658,-0.797748438,-1.170903766
2025-06-05 01:00:00,82.0,92.0,91.0,0.157246383,-0.100984416,3,-0.307096744,0.215676234,82,-0.464261322,0.599131895,0.579989313,0.057480917,1.042464651,0.675593147,-0.711229478,-0.724828273
2025-06-05 02:00:00,82.0,91.0,91.0,0.27672645,-0.041283985,3,-0.244093664,0.140803554,81,-0.263519401,0.462345104,0.579989313,0.271327441,0.892310031,0.65641525,-0.609192948,-0.234535847
2025-06-05 03:00:00,81.0,90.0,92.0,0.157246383,-0.100984416,3,-0.307096744,0.11935164,80,0.054017359,0.286880104,0.774832005,0.599779068,0.641349727,0.93656659,-0.609192948,0.097976938
2025-06-05 04:00:00,80.0,89.0,92.0,0.157246383,0.181705352,3,-0.307096744,0.023027047,80,0.042438269,0.243971174,0.836920709,0.686155778,0.295288809,1.112892516,-0.84280261,0.186562196
2025-06-05 05:00:00,80.0,88.0,93.0,0.202121525,0.261661643,3,-0.307096744,-0.092562466,79,0.133776654,0.27621344,0.923330482,0.772408599,0.208530463,1.224214898,-1.256935596,0.164660752
2025-06-05 06:00:00,79.0,87.0,93.0,0.146027597,0.368096075,3,-0.622112145,-0.363131377,78,0.20040461,0.2655066,0.948749394,0.780401798,0.151994616,1.188427005,-1.656125506,0.142597673
2025-06-05 07:00:00,78.0,87.0,93.0,-0.061519937,0.024115072,3,-0.307096744,-0.227416897,78,0.25475928,0.167285835,0.948749394,0.780401798,0.125933775,1.161487689,-1.856608294,0.164660752
2025-06-05 08:00:00,78.0,86.0,94.0,-0.349281788,-0.005569199,3,0.070921736,0.056969352,77,0.297506893,0.088474298,0.871800443,0.752261419,0.15486602,1.081389308,-1.856608294,0.164660752
2025-06-05 09:00:00,77.0,85.0,94.0,-0.623581097,0.223590639,3,0.322934057,0.249274249,77,0.297506893,-0.039963519,0.756840409,0.715390367,0.146237376,1.030440871,-1.733370863,0.22988953
2025-06-05 10:00:00,77.0,84.0,94.0,-0.784009731,0.209780645,3,0.637949457,0.432405892,76,0.27621344,-0.124825423,0.608655062,0.671349849,0.208530463,0.974377681,-1.546746141,0.376773359
2025-06-05 11:00:00,76.0,83.0,94.0,-0.784570671,0.498933251,3,0.952964858,0.436688946,76,0.211359007,-0.212298868,0.401645375,0.615211812,0.208530463,0.83533681,-1.286695071,0.555602766
2025-06-05 12:00:00,76.0,82.0,93.0,-1.225468946,0.416957353,3,1.267980258,0.421955459,76,0.122518569,-0.263519401,0.20040461,0.525097605,0.194569909,0.700835237,-0.753912096,0.706051301
2025-06-05 13:00:00,76.0,82.0,92.0,-1.225468946,0.675593923,3,1.267980258,-0.055305283,76,0.655798143,-0.464261322,0.599131895,0.961866192,0.057480917,1.042464651,-0.162517157,0.631773351
2025-06-05 14:00:00,76.0,81.0,91.0,-1.002776051,1.591277636,3,1.456989498,-0.794752965,76,0.511956532,-0.263519401,0.462345104,0.825654899,0.271327441,0.892310031,0.412948437,0.497173538
2025-06-05 15:00:00,76.0,80.0,90.0,-1.076820036,1.402445113,3,1.267980258,-1.208685409,76,0.339621184,0.054017359,0.286880104,0.645667656,0.599779068,0.641349727,0.75365199,0.376773359
2025-06-05 16:00:00,76.0,80.0,89.0,-1.210323585,0.214636289,3,1.582995659,-1.80688507,76,0.2655066,0.042438269,0.243971174,0.367767884,0.686155778,0.295288809,0.908230414,0.251319971
2025-06-05 17:00:00,76.0,79.0,88.0,-0.722306411,1.047860414,3,1.141974098,-1.375126852,76,0.286880104,0.133776654,0.27621344,0.35759901,0.772408599,0.208530463,0.969151977,0.142597673
2025-06-05 18:00:00,76.0,78.0,87.0,-0.769986249,0.931526346,3,0.952964858,-1.147528274,76,0.297506893,0.20040461,0.2655066,0.308457723,0.780401798,0.151994616,0.915971937,0.006686373
2025-06-05 19:00:00,76.0,78.0,87.0,-0.438471134,0.106192292,3,0.322934057,-0.348349482,76,0.286880104,0.25475928,0.167285835,0.295288809,0.780401798,0.125933775,0.647841917,-0.111492402
2025-06-05 20:00:00,76.0,77.0,86.0,0.087689912,0.002441084,3,0.007918656,-0.007051598,77,0.222271353,0.297506893,0.088474298,0.295288809,0.752261419,0.15486602,0.1506063,-0.259764129
2025-06-05 21:00:00,77.0,77.0,85.0,-0.049179273,0.005482659,3,0.007918656,-0.006058085,77,0.088474298,0.297506893,-0.039963519,0.295288809,0.715390367,0.146237376,-0.35354309,-0.362861715
2025-06-05 22:00:00,77.0,76.0,84.0,-0.049179273,0.005482659,3,0.007918656,-0.005809707,77,0.019137625,0.27621344,-0.124825423,0.295288809,0.671349849,0.208530463,-0.570110432,-0.469642127
2025-06-05 23:00:00,77.0,76.0,83.0,0.213340311,-0.102234329,3,-0.244093664,0.194397597,77,0.019137625,0.211359007,-0.212298868,0.295288809,0.615211812,0.208530463,-0.570110432,-0.580378257
2025-06-06 00:00:00,77.0,76.0,82.0,0.157246383,-0.100984416,4,-0.307096744,0.215676234,77,-0.076023149,0.122518569,-0.263519401,0.200167747,0.525097605,0.194569909,-0.711229478,-0.336752084
2025-06-06 01:00:00,77.0,76.0,82.0,0.157246383,-0.163624546,4,-0.307096744,0.196411316,77,-0.161984941,0.655798143,-0.464261322,0.090559598,0.961866192,0.057480917,-0.669641407,-0.160103777
2025-06-06 02:00:00,77.0,76.0,81.0,0.460714534,0.021641383,4,-0.275595204,0.1503306,77,-0.016175409,0.511956532,-0.263519401,0.194569909,0.825654899,0.271327441,-0.629093147,0.052680107
2025-06-06 03:00:00,77.0,76.0,80.0,0.157246383,-0.100984416,4,-0.307096744,0.109719181,78,0.189407835,0.339621184,0.054017359,0.42018913,0.645667656,0.599779068,-0.669641407,0.186562196
2025-06-06 04:00:00,78.0,76.0,80.0,0.157246383,0.024115072,4,-0.307096744,0.013394587,78,0.243971174,0.2655066,0.042438269,0.44217495,0.367767884,0.686155778,-0.889144217,0.164660752
2025-06-06 05:00:00,78.0,76.0,79.0,0.12807754,-0.024190313,4,-0.559109064,-0.186058986,78,0.32915096,0.286880104,0.133776654,0.499464747,0.35759901,0.772408599,-1.286695071,0.097976938
2025-06-06 06:00:00,78.0,76.0,78.0,-0.073860601,0.198184111,4,-0.622112145,-0.382644675,78,0.462345104,0.297506893,0.20040461,0.552631461,0.308457723,0.780401798,-1.656125506,0.02977169
2025-06-06 07:00:00,78.0,76.0,78.0,0.157246383,-0.100984416,4,-0.307096744,-0.227416897,78,0.541313034,0.286880104,0.25475928,0.563974966,0.295288809,0.780401798,-1.856608294,0.02977169
2025-06-06 08:00:00,78.0,77.0,77.0,-0.040765184,0.002603938,4,0.007918656,0.006360824,79,0.608655062,0.222271353,0.297506893,0.552631461,0.295288809,0.752261419,-1.944296996,0.02977169
2025-06-06 09:00:00,79.0,77.0,77.0,-0.243264264,0.315669124,4,0.322934057,0.249274249,79,0.570369464,0.088474298,0.297506893,0.499464747,0.295288809,0.715390367,-1.814480058,0.075414313
2025-06-06 10:00:00,79.0,77.0,76.0,-0.935463337,0.129211245,4,0.952964858,0.616034291,79,0.502103272,0.019137625,0.27621344,0.45426884,0.295288809,0.671349849,-1.582392541,0.186562196
2025-06-06 11:00:00,79.0,77.0,76.0,-0.828323935,0.31319246,4,1.015967938,0.433692572,79,0.401645375,0.019137625,0.211359007,0.39791839,0.295288809,0.615211812,-1.286695071,0.314704685
2025-06-06 12:00:00,79.0,77.0,76.0,-1.365703766,0.877914577,4,1.267980258,0.262868544,79,0.297506893,-0.076023149,0.122518569,0.339657395,0.200167747,0.525097605,-0.865807902,0.335537757
2025-06-06 13:00:00,79.0,77.0,76.0,-1.225468946,1.402445113,4,1.267980258,-0.134848741,79,0.297506893,-0.161984941,0.655798143,0.427549034,0.090559598,0.961866192,-0.223726153,0.293725415
2025-06-06 14:00:00,79.0,77.0,76.0,-1.080185672,1.606695899,4,1.519992579,-0.876796038,79,0.211359007,-0.016175409,0.511956532,0.321526491,0.194569909,0.825654899,0.359417311,0.251319971
2025-06-06 15:00:00,79.0,78.0,76.0,-1.225468946,1.555517394,4,1.267980258,-1.129141953,79,0.178368355,0.189407835,0.339621184,0.252457066,0.42018913,0.645667656,0.674948607,0.164660752
2025-06-06 16:00:00,79.0,78.0,76.0,-1.091965397,1.169066633,4,0.952964858,-0.938292037,79,0.20040461,0.243971174,0.2655066,0.096506091,0.44217495,0.367767884,0.719143328,0.02977169
2025-06-06 17:00:00,79.0,78.0,76.0,-0.640970215,0.807533126,4,0.763955617,-0.728230587,79,0.243971174,0.32915096,0.286880104,0.15486602,0.499464747,0.35759901,0.647841917,-0.135699285
2025-06-06 18:00:00,79.0,78.0,76.0,-0.609557615,0.705601757,4,0.637949457,-0.568096775,78,0.2655066,0.462345104,0.297506893,0.194569909,0.552631461,0.308457723,0.505065389,-0.336752084
2025-06-06 19:00:00,78.0,78.0,76.0,-0.243264264,0.396165113,4,0.322934057,-0.25718654,78,0.27621344,0.541313034,0.286880104,0.247027252,0.563974966,0.295288809,0.281375305,-0.580378257
2025-06-06 20:00:00,78.0,79.0,77.0,0.219510643,0.007564266,4,0.007918656,-0.005561329,79,0.243971174,0.608655062,0.222271353,0.289992858,0.552631461,0.295288809,-0.060663772,-0.845633949
2025-06-06 21:00:00,79.0,79.0,77.0,-0.049179273,0.008758402,4,0.007918656,-0.004816194,79,0.20040461,0.570369464,0.088474298,0.331910418,0.499464747,0.295288809,-0.405034587,-1.069553935
2025-06-06 22:00:00,79.0,79.0,77.0,-0.061519937,-0.339663276,4,-0.307096744,0.177146397,79,0.122518569,0.502103272,0.019137625,0.331910418,0.45426884,0.295288809,-0.629093147,-1.205465235
2025-06-06 23:00:00,79.0,79.0,77.0,0.274482693,-0.128622059,4,-0.307096744,0.167513938,79,0.019137625,0.401645375,0.019137625,0.276681136,0.39791839,0.295288809,-0.775682167,-1.27581045
2025-06-07 00:00:00,79.0,79.0,77.0,0.157246383,-0.100984416,5,-0.307096744,0.177146397,79,-0.039963519,0.297506893,-0.076023149,0.247027252,0.339657395,0.200167747,-0.73243038,-1.170903766
2025-06-07 01:00:00,79.0,79.0,77.0,0.157246383,-0.100984416,5,-0.307096744,0.157881478,79,-0.088145396,0.297506893,-0.161984941,0.219617823,0.427549034,0.090559598,-0.64924056,-0.814971797
2025-06-07 02:00:00,79.0,79.0,77.0,0.410229999,-0.083907265,5,-0.496105984,0.192809153,79,-0.063952376,0.211359007,-0.016175409,0.233377182,0.321526491,0.194569909,-0.550916766,-0.389201389
2025-06-07 03:00:00,79.0,79.0,78.0,0.37769552,0.368096075,5,-0.622112145,0.144214343,79,0.20040461,0.178368355,0.189407835,0.568491485,0.252457066,0.42018913,-0.570110432,-0.063658842
2025-06-07 04:00:00,79.0,79.0,78.0,0.37769552,-0.204572769,5,-0.622112145,-0.031405329,79,0.20040461,0.20040461,0.243971174,0.584206478,0.096506091,0.44217495,-0.797748438,0.142597673
2025-06-07 05:00:00,79.0,79.0,78.0,0.330576621,0.043904586,5,-0.559109064,-0.221133245,79,0.2655066,0.243971174,0.32915096,0.588670208,0.15486602,0.499464747,-1.19900637,0.314704685
2025-06-07 06:00:00,79.0,78.0,78.0,0.146027597,-0.33146824,5,-0.622112145,-0.382644675,79,0.339621184,0.2655066,0.462345104,0.588670208,0.194569909,0.552631461,-1.582392541,0.356226654
2025-06-07 07:00:00,79.0,78.0,78.0,0.37769552,-0.204572769,5,-0.622112145,-0.421671269,78,0.37080244,0.27621344,0.541313034,0.588670208,0.247027252,0.563974966,-1.773418475,0.22988953
2025-06-07 08:00:00,78.0,79.0,79.0,0.27672645,-0.041283985,5,-0.244093664,-0.157791828,78,0.360446644,0.243971174,0.608655062,0.630507201,0.289992858,0.552631461,-1.856608294,0.006686373
2025-06-07 09:00:00,78.0,79.0,79.0,-0.256165868,0.0066521,5,0.007918656,0.004373799,78,0.297506893,0.20040461,0.570369464,0.599779068,0.331910418,0.499464747,-1.773418475,-0.184709132
